node_id,node_title,confidence,doc_section,row_label,matched_text,match_reason,verdict_ok
BP.9.1.4,Value Capture Logic,low,18. Contradictions and Ambiguities,Claim-level unit vs institutional subscription,"Contradiction / ambiguity: Claim-level unit vs institutional subscription | Evidence on each side: Unit of validation is claim; purchase unit may be institution or manuscript. | Why it matters: Unit economics and pricing coherence. | Required decision or validation: Define unit of value, validation, transaction. | Status: CONTRADICTION","This content is an identified contradiction between claim-level unit of analysis and institutional subscription as the purchase/transaction unit, which directly concerns how the monetization unit, payment trigger, and bu",
BP.9.1.5,Business Model Assumptions,low,5. Value Proposition,Institutional value,"Value layer: Institutional value | Extracted proposition: Supports research quality control, publication competitiveness, doctoral supervision, and governance. | What must be proven: Institutional buyer WTP and procurement feasibility. | Status: ASSUMPTION","This content is a structured entry from a value proposition layer analysis identifying institutional buyers, what must be proven (WTP and procurement feasibility), and flagging it as an assumption — which maps directly t",
BP.9.1.5,Business Model Assumptions,high,10. Business Model and Pricing,Primary monetization hypothesis,Item: Primary monetization hypothesis | Extracted data: Institutional SaaS subscription. | Evidence issue: Not validated by WTP. | Status: ASSUMPTION,"This content identifies the primary monetization hypothesis as 'Institutional SaaS subscription' and flags it as an unvalidated assumption not confirmed by willingness-to-pay evidence, which is a business model assumptio",
BP.9.1.5,Business Model Assumptions,low,16. Decision Register,Institutional subscription likely.,Decision: Institutional subscription likely. | Date/context: Prior context and pricing analogy. | Rationale: Aligns with infrastructure/risk product. | Status: Tentative. | Dependency: Pricing/unit economics. | Risk if wrong: Buyer/user split blocks adoption. | Epistemic status: ASSUMPTION,"This content is a decision register entry recording an assumption that institutional subscription is the likely sales model, with rationale, status, dependency on pricing/unit economics, and risk if wrong — it belongs in",
BP.9.1.7,Value Logic Evidence Requirements,low,12. Validation and Evidence Requirements,Institutions will pay.,Claim to validate: Institutions will pay. | Why it matters: Business viability. | Evidence required: WTP and procurement evidence. | Possible method: Buyer interviews/pilot conversion. | Risk if unvalidated: Adoption-to-procurement failure. | Status: MISSING,"This content is a validation tracking entry for the claim 'institutions will pay,' documenting the required evidence type (WTP and procurement), method, risk if unvalidated, and current status (MISSING) — which maps to d",
BP.9.2.3,Pricing Assumptions,high,10. Business Model and Pricing,Doctoral student pricing,Item: Doctoral student pricing | Extracted data: Possible individual or programme-paid model. | Evidence issue: No WTP data. | Status: ASSUMPTION,"This content is an unvalidated pricing assumption about doctoral student pricing with a noted absence of WTP data, which belongs in the Pricing Assumptions governance node.",
BP.9.2.3,Pricing Assumptions,high,10. Business Model and Pricing,Individual researcher pricing,Item: Individual researcher pricing | Extracted data: Possible premium researcher subscription. | Evidence issue: No WTP data. | Status: ASSUMPTION,"This content is an assumption record about individual researcher pricing with a noted absence of WTP data, which belongs in the pricing assumptions governance node.",
BP.9.2.3,Pricing Assumptions,high,10. Business Model and Pricing,Institutional pricing,"Item: Institutional pricing | Extracted data: Prior pasted model suggests pilots and school licenses. | Evidence issue: Numbers are internal hypotheses, not verified. | Status: ASSUMPTION",This content is an unvalidated internal assumption about institutional pricing (pilots and school licenses) with an explicit evidence issue flag — it belongs in the pricing assumptions node that governs unvalidated prici,
BP.9.2.3,Pricing Assumptions,high,10. Business Model and Pricing,Publisher pricing,Item: Publisher pricing | Extracted data: Prior pasted model suggests enterprise/API pricing. | Evidence issue: No publisher validation. | Status: ASSUMPTION,"This content is a flagged assumption about publisher pricing (enterprise/API pricing model) with no validation, which belongs in the pricing assumptions governance node.",
BP.9.2.3,Pricing Assumptions,high,10. Business Model and Pricing,Journal pricing,Item: Journal pricing | Extracted data: Prior pasted model suggests journal pilots and editorial licenses. | Evidence issue: No journal WTP evidence. | Status: ASSUMPTION,"This content flags that journal pricing is an unvalidated assumption with no WTP evidence, which is a pricing assumption governance item.",
BP.9.2.3,Pricing Assumptions,high,10. Business Model and Pricing,Pilot pricing,Item: Pilot pricing | Extracted data: Suggested as annual pilot for limited manuscript volume. | Evidence issue: No buyer acceptance evidence. | Status: ASSUMPTION,"This content describes pilot pricing as an unvalidated assumption (annual pilot for limited manuscript volume, no buyer acceptance evidence), which maps to pricing assumptions governance.",
BP.9.2.9,Pricing Acceptance Check,low,12. Missing Financial Data Table,Pricing acceptance,Missing data: Pricing acceptance | Why it matters: Determines revenue model. | Required source: Customer discovery/pilots. | Priority: Critical | Status: MISSING,"This content is an administrative record of a missing data gap ('Pricing acceptance | MISSING') from a financial data table, flagging that pricing acceptance data is absent and must come from customer discovery/pilots — ",
BP.9.3.4,GTM Sequencing,low,16. Decision Register,Spain/EU first.,Decision: Spain/EU first. | Date/context: Prior context. | Rationale: Network access and GDPR-first positioning. | Status: Tentative. | Dependency: Market sizing and sales. | Risk if wrong: Market too small or slow. | Epistemic status: CONFIRMED,"This content is a decision register entry recording the Spain/EU-first geographic sequencing decision, which is a GTM sequencing governance record.",
BP.9.3.5,GTM Assumptions,high,9. GTM and Sales Motion,Business-school pilot,"GTM hypothesis: Business-school pilot | Target segment: Research-intensive business schools / DBA / PhD programmes. | Buyer: Research Director, Doctoral Program Director, Associate Dean Research. | Entry point: One cohort, research center, or faculty manuscript pipeline. | Sales motion: Founder-led consultative pilot. | Adoption risk: Faculty may see tool as evaluative threat. | Procurement risk: GDPR/DPA/security review. | Validation experiment needed: 20–50 manuscript pilot with expert validation. | Status: ASSUMPTION","This content is a structured GTM hypothesis entry covering target segment, buyer, entry point, sales motion, risks, and validation experiment — all labelled as assumptions — which is exactly what a GTM Assumptions node w",
BP.9.3.5,GTM Assumptions,high,9. GTM and Sales Motion,Journal pilot,"GTM hypothesis: Journal pilot | Target segment: Q1/Q2 or recognized management/SCM journals. | Buyer: Editor-in-Chief / Managing Editor. | Entry point: Editorial triage or special issue. | Sales motion: Relationship-led pilot. | Adoption risk: Reviewer/editor legitimacy concern. | Procurement risk: Publisher approval, integration, data policy. | Validation experiment needed: Compare diagnostic flags with editor/reviewer judgement. | Status: ASSUMPTION","This content is a GTM hypothesis entry specifying a journal pilot with target segment, buyer, entry point, sales motion, adoption/procurement risks, and validation experiment — all explicitly labeled as ASSUMPTION, makin",
BP.9.3.5,GTM Assumptions,high,9. GTM and Sales Motion,Researcher-led adoption,GTM hypothesis: Researcher-led adoption | Target segment: Faculty and doctoral students. | Buyer: Individual or department. | Entry point: Pre-submission diagnostic. | Sales motion: Bottom-up/freemium/premium. | Adoption risk: Low WTP; individual budgets limited. | Procurement risk: Institution may block manuscript upload. | Validation experiment needed: Landing page + paid pilot + usage retention. | Status: ASSUMPTION,"This content is a GTM hypothesis structured as a set of unvalidated assumptions about researcher-led adoption, including target segment, buyer, entry point, sales motion, risks, and validation experiment needed — all exp",
BP.9.3.5,GTM Assumptions,high,9. GTM and Sales Motion,Publisher pathway,"GTM hypothesis: Publisher pathway | Target segment: Publisher innovation/integrity teams. | Buyer: Publisher leadership/integrity/tech. | Entry point: Portfolio screening or API. | Sales motion: Enterprise sales. | Adoption risk: High scrutiny. | Procurement risk: Security, legal, integration. | Validation experiment needed: Paid enterprise discovery/pilot. | Status: ASSUMPTION","This content describes a GTM hypothesis for the publisher pathway, including target segment, buyer, entry point, sales motion, risks, and validation experiment needed — all labeled as assumptions, which maps directly to ",
BP.9.3.5,GTM Assumptions,low,9. GTM and Sales Motion,Spain/EU first,GTM hypothesis: Spain/EU first | Target segment: Spanish/EU business schools. | Buyer: Research leadership/library. | Entry point: Local network and GDPR-first positioning. | Sales motion: Founder-led direct outreach. | Adoption risk: Market may be smaller. | Procurement risk: EU compliance burden. | Validation experiment needed: 8–12 interviews + 2 procurement interviews. | Status: CONFIRMED as hypothesis,"This content is a GTM hypothesis block covering target segment, buyer, entry point, sales motion, risks, and validation needs for a Spain/EU-first go-to-market strategy, which maps to GTM Assumptions governance.",
BP.9.3.5,GTM Assumptions,high,9. GTM and Sales Motion,Global expansion,"GTM hypothesis: Global expansion | Target segment: Western Europe, UK, Nordics, North America, Singapore, Australia. | Buyer: Research-intensive institutions and journals. | Entry point: After pilots and compliance proof. | Sales motion: Institutional/enterprise. | Adoption risk: Field and geography variation. | Procurement risk: Local procurement/legal differences. | Validation experiment needed: Replication of signal across geographies. | Status: ASSUMPTION","This content is a GTM hypothesis entry covering target segments, buyer type, entry point, sales motion, adoption/procurement risks, and validation needed — all explicitly labeled as assumptions, making it GTM assumptions",
BP.9.3.5,GTM Assumptions,high,9. GTM and Sales Motion,Consultative sales,GTM hypothesis: Consultative sales | Target segment: Business schools/journals. | Buyer: Senior academic/administrative buyer. | Entry point: Problem diagnosis workshop. | Sales motion: Diagnostic-led sales. | Adoption risk: Long sales cycle. | Procurement risk: Budget ownership unclear. | Validation experiment needed: Advisor review + discovery interviews. | Status: ASSUMPTION,"This content is a GTM hypothesis entry covering target segment, buyer, entry point, sales motion, risks, and validation status — all of which are unvalidated assumptions about the go-to-market approach, matching the GTM ",
BP.9.3.5,GTM Assumptions,high,9. GTM and Sales Motion,B2C as a traction,"GTM hypothesis: B2C as a traction | Target segment: Researchers first, institution later. | Buyer: Researcher user → institutional buyer. | Entry point: claim audit. | Sales motion: Bottom-up advocacy. | Adoption risk: Usage may not convert to budget. | Procurement risk: Data policy may block. | Validation experiment needed: Track conversion from users to institutional conversations. | Status: ASSUMPTION","This content is a GTM hypothesis block that explicitly states the strategy as an ASSUMPTION, covering target segment, buyer, entry point, sales motion, risks, and a validation experiment needed — all of which are GTM ass",
BP.9.3.5,GTM Assumptions,high,15. Strategic Assumptions Register,Journals are harder but more defensible long term.,Assumption: Journals are harder but more defensible long term. | Type: Market/GTM | Importance: High | Current confidence: Medium-low | Evidence available: Workflow logic. | Evidence missing: Editor/publisher evidence. | Validation method: Editor interviews. | Owner: Founder/GTM | Priority: High | Status: ASSUMPTION,"This content is a strategic assumption entry about journals being harder but more defensible long-term, typed as Market/GTM — it belongs in a GTM assumptions register.",
BP.9.3.5,GTM Assumptions,low,15. Strategic Assumptions Register,Business schools are easiest first pilots.,"Assumption: Business schools are easiest first pilots. | Type: Market/GTM | Importance: Critical | Current confidence: Medium-low | Evidence available: ICP logic. | Evidence missing: Access, WTP, procurement evidence. | Validation method: 8–12 interviews + pilots. | Owner: Founder/GTM | Priority: Critical | Status: ASSUMPTION","This content is a single entry from a strategic assumptions register identifying 'business schools as easiest first pilots' as a critical, medium-low confidence GTM/market assumption with validation methods — which direc",
BP.9.3.5,GTM Assumptions,low,15. Strategic Assumptions Register,Pre-submission diagnostic is best wedge.,Assumption: Pre-submission diagnostic is best wedge. | Type: Product/GTM | Importance: Critical | Current confidence: Medium | Evidence available: Repeated positioning. | Evidence missing: Pilot evidence. | Validation method: Pilot with manuscripts. | Owner: Founder | Priority: Critical | Status: ASSUMPTION,"This content is a strategic assumption entry from a register, identifying 'pre-submission diagnostic as best wedge' as a critical, unvalidated Product/GTM assumption with missing pilot evidence and a validation method to",
BP.9.3.7,GTM Evidence Requirements,low,12. Validation and Evidence Requirements,Journals accept diagnostic use.,Claim to validate: Journals accept diagnostic use. | Why it matters: Journal pathway. | Evidence required: Editor/publisher policy acceptance. | Possible method: Editor interviews. | Risk if unvalidated: Journal GTM blocked. | Status: MISSING,"This content is a validation evidence row specifying a claim about journal acceptance of diagnostic use, the evidence required (editor/publisher policy), the method (editor interviews), the risk if unvalidated, and its m",
BP.9.5.11,Infrastructure Cost per Manuscript,low,12. Missing Financial Data Table,Compute cost per manuscript/claim,Missing data: Compute cost per manuscript/claim | Why it matters: Determines gross margin. | Required source: Technical architecture. | Priority: Critical | Status: MISSING,"This content is a missing data entry identifying that compute cost per manuscript/claim is absent, which directly relates to infrastructure cost assumptions per manuscript processed.",
BP.9.5.13,Customer Acquisition Cost Assumptions,high,11. Financials and Funding,CAC,Financial item: CAC | Extracted data: To be modeled; no data. | Status: MISSING,"This content is a status marker indicating that Customer Acquisition Cost (CAC) data is missing and yet to be modeled, which directly corresponds to the CAC modelling assumptions node.",
BP.9.5.16,Churn Assumptions,high,11. Financials and Funding,LTV/churn/renewal,Financial item: LTV/churn/renewal | Extracted data: To be modeled; no data. | Status: MISSING,"This content is a status marker indicating that LTV/churn/renewal data is missing and yet to be modeled, which directly corresponds to churn modelling assumptions in the financial plan.",
BP.9.6.5,Outstanding Financial Assumptions,low,15. Strategic Assumptions Register,Institutional subscription is best monetization.,Assumption: Institutional subscription is best monetization. | Type: Financial | Importance: Critical | Current confidence: Medium-low | Evidence available: Turnitin analogy. | Evidence missing: WTP evidence. | Validation method: Pricing interviews/advisor. | Owner: Finance/GTM | Priority: Critical | Status: ASSUMPTION,"This content is a strategic assumption entry about institutional subscription being the best monetization approach, flagged as a critical financial assumption with medium-low confidence, missing WTP evidence, and requiri",
BP.1.1.1,Product Identity,low,preamble — Product overview,Product overview,"EpistemicOS is a B2B SaaS platform for epistemic validation and reviewer-readiness assessment of academic manuscripts. The product operates as a pre-submission research verification layer that evaluates whether a paper’s claims are: supported by appropriate evidence, methodologically justified, inferentially coherent, traceable to sources, and aligned with reviewer and journal expectations. The system works at the claim level rather than the document level. It extracts claims, classifies claim types, maps evidence, evaluates inference validity, identifies methodological and theoretical weaknesses, detects citation-support gaps, and surfaces reviewer-facing risks before submission. EpistemicOS is not designed as a generative writing assistant or autonomous peer-review replacement system. Its primary function is epistemic auditability and structured research validation. Initial domain focus: management research, business schools, doctoral research, interdisciplinary social science environments. Long-term positioning: epistemic infrastructure for trustworthy academic knowledge production.","This content is a comprehensive product overview describing what EpistemicOS is, what it does, its unit of analysis, core functions, what it is not, and its domain focus — which maps directly to the Product Identity node",
BP.1.6.1,Initial Operating Geography,high,preamble — Initial Scope,Initial Scope,"Spain first, then broader EU expansion. Reasons: existing academic network access, proximity to pilot institutions, easier qualitative validation, lower GTM complexity during early-stage iteration, alignment with GDPR-first positioning.","This content defines the initial operating geography (Spain first, then broader EU) and explains the rationale for that geographic choice, which is exactly what BP.1.6.1 requires.",
BP.6.4.2,Value Drivers,low,preamble — Secondary Buyer Hypothesis,Secondary Buyer Hypothesis,"Individual researchers and doctoral students. Value drivers: pre-submission diagnostics, structured reviewer-risk detection, methodological consistency checks, claim/evidence validation support. This segment may function as: early adoption channel, bottom-up institutional advocacy mechanism, pilot-validation source.","This content describes a secondary buyer segment (individual researchers and doctoral students) with its value drivers and hypothesised strategic functions, which maps to identifying value drivers for a specific ICP type",
BP.6.6.1,Initial Adoption Target,low,preamble — Primary Buyer Hypothesis,Primary Buyer Hypothesis,"Research-intensive business schools and universities. Potential institutional buyers: research deans, doctoral program directors, research support offices, academic integrity/research quality functions, institutional research infrastructure teams. Primary institutional value: higher manuscript quality, reduced avoidable rejection risk, stronger reviewer readiness, improved publication outcomes, research governance support.","This content defines the primary institutional buyer type, decision-maker roles, and institutional value proposition — which is what the Initial Adoption Target node requires: the first actor/role/context targeted for pr",
BP.9.1.4,Value Capture Logic,high,preamble — Primary Monetization Model,Primary Monetization Model,"Institutional SaaS subscription. Likely pricing units: per institution, per department/school, or researcher-seat bundles. Initial hypothesis:
annual institutional contracts. Reasoning: aligns with academic procurement, reduces per-user friction, supports organizational embedding, increases switching costs, creates more stable revenue.","This content defines the monetization unit (institutional SaaS subscription), payment trigger (annual contracts), and buyer identification (institution), which is exactly what the Value Capture Logic node requires.",
BP.9.1.5,Business Model Assumptions,low,preamble — Current Strategic Assumption Set,Current Strategic Assumption Set,"Current architecture implicitly assumes: pre-submission workflow, institutional primary buyer, researcher operational user, SaaS subscription model, Spain/EU-first GTM, MVP-stage product maturity, trust/auditability positioning rather than productivity positioning. These assumptions should be treated as working hypotheses requiring empirical validation rather than fixed truths. The largest unresolved uncertainty is now: whether epistemic validation is perceived as sufficiently valuable to become a repeated institutional workflow behavior rather than an interesting research-quality concept.","This content is a register of unvalidated strategic assumptions (buyer identity, user type, revenue model, GTM, product maturity, positioning) with explicit falsification framing and identification of the largest unresol",
